Параметр: fid,Артикул,Название товара или услуги,Краткое описание,Полное описание,Цена продажи,Старая цена,Остаток,Изображения,Размещение на сайте,Параметр: OLDLINK,Корневая,Подкатегория 1,Подкатегория 2,Подкатегория 3,Подкатегория 4,Тег title,Мета-тег description,Мета-тег keywords,Свойство: Размер кроп-топа,Свойство: Размер леггинсов,Свойство: Размер топа,Свойство: Размер велосипедок,Свойство: Цвет,Свойство: Размер,Свойство: Номинал сертификата,Свойство: Размер низа,Свойство: Размер верха,Свойство: Цвет лонгслива,Свойство: Сопротивление фитнес резинки,Свойство: Цвет футболки,Свойство: Цвет комплекта,Свойство: Цвет топа,Параметр: Метка
https://define.moscow/kits/tproduct/359761173-877263505721-komplekt-real-way-serii-melanzh,DF-03.0005/DF-04.00020,Комплект Real Way серый меланж,,"Комплект Real Way - идеальное решение для спортивного зала. Элегантное сочетание формы и функциональности. Не мнется и не скатывается. Не задерживает запах. Отводит влагу, не оставляя мокрых пятен. Плетение из нитей меланж делает комплект невероятно нежным и женственным. <br /><br />• Рукава реглан c отверстиями для большого пальца <br />• Легкий компрессионный эффект <br />• Антипиллинг<br />• Технология DRY (изделие быстро впитывает и испаряет влагу, не оставляя следов пота) <br /><br />Состав: <br />76% нейлон, 14% полиэстер, 10% эластан <br /><br />Рекомендации по уходу:<br />- машинная стирка при 30 градусах; <br />- барабанная сушка, глажка и отбеливание запрещены. <br /><br />Модель на фото: <br />Рост 176 см, параметры - 80/61/91. <br />Размер комплекта - S",7400.00,,0,https://static.tildacdn.com/tild3230-6666-4438-a337-353162343965/1179426565.jpg https://static.tildacdn.com/tild3130-3039-4438-b235-326335663438/1179425731.jpg https://static.tildacdn.com/tild3762-3638-4363-b461-386363343635/1179425848.jpg https://static.tildacdn.com/tild6665-6133-4439-b632-373833393563/__last_variant.png,Каталог/Admin/Комплекты,https://define.moscow/kits/tproduct/359761173-877263505721-komplekt-real-way-serii-melanzh?editionuid=176982111051,Admin,Комплекты,,,,,,,S (40-42),S (40-42),,,,,,,,,,,,
https://define.moscow/kits/tproduct/359761173-877263505721-komplekt-real-way-serii-melanzh,DF-03.0005/DF-04.00020,Комплект Real Way серый меланж,,"Комплект Real Way - идеальное решение для спортивного зала. Элегантное сочетание формы и функциональности. Не мнется и не скатывается. Не задерживает запах. Отводит влагу, не оставляя мокрых пятен. Плетение из нитей меланж делает комплект невероятно нежным и женственным. <br /><br />• Рукава реглан c отверстиями для большого пальца <br />• Легкий компрессионный эффект <br />• Антипиллинг<br />• Технология DRY (изделие быстро впитывает и испаряет влагу, не оставляя следов пота) <br /><br />Состав: <br />76% нейлон, 14% полиэстер, 10% эластан <br /><br />Рекомендации по уходу:<br />- машинная стирка при 30 градусах; <br />- барабанная сушка, глажка и отбеливание запрещены. <br /><br />Модель на фото: <br />Рост 176 см, параметры - 80/61/91. <br />Размер комплекта - S",7400.00,,0,https://static.tildacdn.com/tild3230-6666-4438-a337-353162343965/1179426565.jpg https://static.tildacdn.com/tild3130-3039-4438-b235-326335663438/1179425731.jpg https://static.tildacdn.com/tild3762-3638-4363-b461-386363343635/1179425848.jpg https://static.tildacdn.com/tild6665-6133-4439-b632-373833393563/__last_variant.png,Каталог/Admin/Комплекты,https://define.moscow/kits/tproduct/359761173-877263505721-komplekt-real-way-serii-melanzh?editionuid=870381357991,Admin,Комплекты,,,,,,,M (44-46),S (40-42),,,,,,,,,,,,
https://define.moscow/kits/tproduct/359761173-877263505721-komplekt-real-way-serii-melanzh,DF-03.0005/DF-04.00020,Комплект Real Way серый меланж,,"Комплект Real Way - идеальное решение для спортивного зала. Элегантное сочетание формы и функциональности. Не мнется и не скатывается. Не задерживает запах. Отводит влагу, не оставляя мокрых пятен. Плетение из нитей меланж делает комплект невероятно нежным и женственным. <br /><br />• Рукава реглан c отверстиями для большого пальца <br />• Легкий компрессионный эффект <br />• Антипиллинг<br />• Технология DRY (изделие быстро впитывает и испаряет влагу, не оставляя следов пота) <br /><br />Состав: <br />76% нейлон, 14% полиэстер, 10% эластан <br /><br />Рекомендации по уходу:<br />- машинная стирка при 30 градусах; <br />- барабанная сушка, глажка и отбеливание запрещены. <br /><br />Модель на фото: <br />Рост 176 см, параметры - 80/61/91. <br />Размер комплекта - S",7400.00,,0,https://static.tildacdn.com/tild3230-6666-4438-a337-353162343965/1179426565.jpg https://static.tildacdn.com/tild3130-3039-4438-b235-326335663438/1179425731.jpg https://static.tildacdn.com/tild3762-3638-4363-b461-386363343635/1179425848.jpg https://static.tildacdn.com/tild6665-6133-4439-b632-373833393563/__last_variant.png,Каталог/Admin/Комплекты,https://define.moscow/kits/tproduct/359761173-877263505721-komplekt-real-way-serii-melanzh?editionuid=699634479721,Admin,Комплекты,,,,,,,L (46-48),S (40-42),,,,,,,,,,,,
https://define.moscow/kits/tproduct/359761173-877263505721-komplekt-real-way-serii-melanzh,DF-03.0005/DF-04.00020,Комплект Real Way серый меланж,,"Комплект Real Way - идеальное решение для спортивного зала. Элегантное сочетание формы и функциональности. Не мнется и не скатывается. Не задерживает запах. Отводит влагу, не оставляя мокрых пятен. Плетение из нитей меланж делает комплект невероятно нежным и женственным. <br /><br />• Рукава реглан c отверстиями для большого пальца <br />• Легкий компрессионный эффект <br />• Антипиллинг<br />• Технология DRY (изделие быстро впитывает и испаряет влагу, не оставляя следов пота) <br /><br />Состав: <br />76% нейлон, 14% полиэстер, 10% эластан <br /><br />Рекомендации по уходу:<br />- машинная стирка при 30 градусах; <br />- барабанная сушка, глажка и отбеливание запрещены. <br /><br />Модель на фото: <br />Рост 176 см, параметры - 80/61/91. <br />Размер комплекта - S",7400.00,,0,https://static.tildacdn.com/tild3230-6666-4438-a337-353162343965/1179426565.jpg https://static.tildacdn.com/tild3130-3039-4438-b235-326335663438/1179425731.jpg https://static.tildacdn.com/tild3762-3638-4363-b461-386363343635/1179425848.jpg https://static.tildacdn.com/tild6665-6133-4439-b632-373833393563/__last_variant.png,Каталог/Admin/Комплекты,https://define.moscow/kits/tproduct/359761173-877263505721-komplekt-real-way-serii-melanzh?editionuid=803162145671,Admin,Комплекты,,,,,,,M (44-46),M (44-46),,,,,,,,,,,,
https://define.moscow/kits/tproduct/359761173-877263505721-komplekt-real-way-serii-melanzh,DF-03.0005/DF-04.00020,Комплект Real Way серый меланж,,"Комплект Real Way - идеальное решение для спортивного зала. Элегантное сочетание формы и функциональности. Не мнется и не скатывается. Не задерживает запах. Отводит влагу, не оставляя мокрых пятен. Плетение из нитей меланж делает комплект невероятно нежным и женственным. <br /><br />• Рукава реглан c отверстиями для большого пальца <br />• Легкий компрессионный эффект <br />• Антипиллинг<br />• Технология DRY (изделие быстро впитывает и испаряет влагу, не оставляя следов пота) <br /><br />Состав: <br />76% нейлон, 14% полиэстер, 10% эластан <br /><br />Рекомендации по уходу:<br />- машинная стирка при 30 градусах; <br />- барабанная сушка, глажка и отбеливание запрещены. <br /><br />Модель на фото: <br />Рост 176 см, параметры - 80/61/91. <br />Размер комплекта - S",7400.00,,0,https://static.tildacdn.com/tild3230-6666-4438-a337-353162343965/1179426565.jpg https://static.tildacdn.com/tild3130-3039-4438-b235-326335663438/1179425731.jpg https://static.tildacdn.com/tild3762-3638-4363-b461-386363343635/1179425848.jpg https://static.tildacdn.com/tild6665-6133-4439-b632-373833393563/__last_variant.png,Каталог/Admin/Комплекты,https://define.moscow/kits/tproduct/359761173-877263505721-komplekt-real-way-serii-melanzh?editionuid=509618366331,Admin,Комплекты,,,,,,,L (46-48),M (44-46),,,,,,,,,,,,
https://define.moscow/kits/tproduct/359761173-877263505721-komplekt-real-way-serii-melanzh,DF-03.0005/DF-04.00020,Комплект Real Way серый меланж,,"Комплект Real Way - идеальное решение для спортивного зала. Элегантное сочетание формы и функциональности. Не мнется и не скатывается. Не задерживает запах. Отводит влагу, не оставляя мокрых пятен. Плетение из нитей меланж делает комплект невероятно нежным и женственным. <br /><br />• Рукава реглан c отверстиями для большого пальца <br />• Легкий компрессионный эффект <br />• Антипиллинг<br />• Технология DRY (изделие быстро впитывает и испаряет влагу, не оставляя следов пота) <br /><br />Состав: <br />76% нейлон, 14% полиэстер, 10% эластан <br /><br />Рекомендации по уходу:<br />- машинная стирка при 30 градусах; <br />- барабанная сушка, глажка и отбеливание запрещены. <br /><br />Модель на фото: <br />Рост 176 см, параметры - 80/61/91. <br />Размер комплекта - S",7400.00,,0,https://static.tildacdn.com/tild3230-6666-4438-a337-353162343965/1179426565.jpg https://static.tildacdn.com/tild3130-3039-4438-b235-326335663438/1179425731.jpg https://static.tildacdn.com/tild3762-3638-4363-b461-386363343635/1179425848.jpg https://static.tildacdn.com/tild6665-6133-4439-b632-373833393563/__last_variant.png,Каталог/Admin/Комплекты,https://define.moscow/kits/tproduct/359761173-877263505721-komplekt-real-way-serii-melanzh?editionuid=436521150791,Admin,Комплекты,,,,,,,S (40-42),L (46-48),,,,,,,,,,,,
https://define.moscow/kits/tproduct/359761173-877263505721-komplekt-real-way-serii-melanzh,DF-03.0005/DF-04.00020,Комплект Real Way серый меланж,,"Комплект Real Way - идеальное решение для спортивного зала. Элегантное сочетание формы и функциональности. Не мнется и не скатывается. Не задерживает запах. Отводит влагу, не оставляя мокрых пятен. Плетение из нитей меланж делает комплект невероятно нежным и женственным. <br /><br />• Рукава реглан c отверстиями для большого пальца <br />• Легкий компрессионный эффект <br />• Антипиллинг<br />• Технология DRY (изделие быстро впитывает и испаряет влагу, не оставляя следов пота) <br /><br />Состав: <br />76% нейлон, 14% полиэстер, 10% эластан <br /><br />Рекомендации по уходу:<br />- машинная стирка при 30 градусах; <br />- барабанная сушка, глажка и отбеливание запрещены. <br /><br />Модель на фото: <br />Рост 176 см, параметры - 80/61/91. <br />Размер комплекта - S",7400.00,,0,https://static.tildacdn.com/tild3230-6666-4438-a337-353162343965/1179426565.jpg https://static.tildacdn.com/tild3130-3039-4438-b235-326335663438/1179425731.jpg https://static.tildacdn.com/tild3762-3638-4363-b461-386363343635/1179425848.jpg https://static.tildacdn.com/tild6665-6133-4439-b632-373833393563/__last_variant.png,Каталог/Admin/Комплекты,https://define.moscow/kits/tproduct/359761173-877263505721-komplekt-real-way-serii-melanzh?editionuid=489915330381,Admin,Комплекты,,,,,,,M (44-46),L (46-48),,,,,,,,,,,,
https://define.moscow/kits/tproduct/359761173-877263505721-komplekt-real-way-serii-melanzh,DF-03.0005/DF-04.00020,Комплект Real Way серый меланж,,"Комплект Real Way - идеальное решение для спортивного зала. Элегантное сочетание формы и функциональности. Не мнется и не скатывается. Не задерживает запах. Отводит влагу, не оставляя мокрых пятен. Плетение из нитей меланж делает комплект невероятно нежным и женственным. <br /><br />• Рукава реглан c отверстиями для большого пальца <br />• Легкий компрессионный эффект <br />• Антипиллинг<br />• Технология DRY (изделие быстро впитывает и испаряет влагу, не оставляя следов пота) <br /><br />Состав: <br />76% нейлон, 14% полиэстер, 10% эластан <br /><br />Рекомендации по уходу:<br />- машинная стирка при 30 градусах; <br />- барабанная сушка, глажка и отбеливание запрещены. <br /><br />Модель на фото: <br />Рост 176 см, параметры - 80/61/91. <br />Размер комплекта - S",7400.00,,0,https://static.tildacdn.com/tild3230-6666-4438-a337-353162343965/1179426565.jpg https://static.tildacdn.com/tild3130-3039-4438-b235-326335663438/1179425731.jpg https://static.tildacdn.com/tild3762-3638-4363-b461-386363343635/1179425848.jpg https://static.tildacdn.com/tild6665-6133-4439-b632-373833393563/__last_variant.png,Каталог/Admin/Комплекты,https://define.moscow/kits/tproduct/359761173-877263505721-komplekt-real-way-serii-melanzh?editionuid=967526982491,Admin,Комплекты,,,,,,,L (46-48),L (46-48),,,,,,,,,,,,
https://define.moscow/kits/tproduct/359761173-727651272841-komplekt-real-way-vinnii-melanzh,DF-03.0006/DF-04.00018,Комплект Real Way винный меланж,,"Комплект Real Way - идеальное решение для спортивного зала. Элегантное сочетание формы и функциональности. Не мнется и не скатывается. Не задерживает запах. Отводит влагу, не оставляя мокрых пятен. Плетение из нитей меланж делает комплект невероятно нежным и женственным.<br /><br />• Моделирование фигуры<br />• Антипиллинг (не образуются катышки)<br />• Технология DRY (изделие быстро впитывает и испаряет влагу, не оставляя следов пота)<br />• Рукава реглан<br />• Защита ладоней <br /><br />Состав: <br />76% нейлон, 14% полиэстер, 10% эластан <br /><br />Рекомендации по уходу: <br />- машинная стирка при 30 градусах; <br />- барабанная сушка, глажка и отбеливание запрещены.<br /><br />Модель на фото: <br />Рост 175 см, параметры - 89/62/92. <br />Размер комплекта — S",7400.00,,0,https://static.tildacdn.com/tild6437-6339-4230-a164-383963366465/IMG_1347.JPG https://static.tildacdn.com/tild6361-6166-4134-a132-346637333832/IMG_1213.JPG https://static.tildacdn.com/tild6562-3763-4661-b438-663761313064/IMG_1230.JPG https://static.tildacdn.com/tild6664-3139-4331-b830-636232656161/IMG_1206.JPG https://static.tildacdn.com/tild6330-3034-4134-b238-333333623039/__last_variant.png,Каталог/Admin/Комплекты,https://define.moscow/kits/tproduct/359761173-727651272841-komplekt-real-way-vinnii-melanzh?editionuid=521749242081,Admin,Комплекты,,,,,,,S (40-42),S (40-42),,,,,,,,,,,,
https://define.moscow/kits/tproduct/359761173-727651272841-komplekt-real-way-vinnii-melanzh,DF-03.0006/DF-04.00018,Комплект Real Way винный меланж,,"Комплект Real Way - идеальное решение для спортивного зала. Элегантное сочетание формы и функциональности. Не мнется и не скатывается. Не задерживает запах. Отводит влагу, не оставляя мокрых пятен. Плетение из нитей меланж делает комплект невероятно нежным и женственным.<br /><br />• Моделирование фигуры<br />• Антипиллинг (не образуются катышки)<br />• Технология DRY (изделие быстро впитывает и испаряет влагу, не оставляя следов пота)<br />• Рукава реглан<br />• Защита ладоней <br /><br />Состав: <br />76% нейлон, 14% полиэстер, 10% эластан <br /><br />Рекомендации по уходу: <br />- машинная стирка при 30 градусах; <br />- барабанная сушка, глажка и отбеливание запрещены.<br /><br />Модель на фото: <br />Рост 175 см, параметры - 89/62/92. <br />Размер комплекта — S",7400.00,,0,https://static.tildacdn.com/tild6437-6339-4230-a164-383963366465/IMG_1347.JPG https://static.tildacdn.com/tild6361-6166-4134-a132-346637333832/IMG_1213.JPG https://static.tildacdn.com/tild6562-3763-4661-b438-663761313064/IMG_1230.JPG https://static.tildacdn.com/tild6664-3139-4331-b830-636232656161/IMG_1206.JPG https://static.tildacdn.com/tild6330-3034-4134-b238-333333623039/__last_variant.png,Каталог/Admin/Комплекты,https://define.moscow/kits/tproduct/359761173-727651272841-komplekt-real-way-vinnii-melanzh?editionuid=741770162241,Admin,Комплекты,,,,,,,M (44-46),S (40-42),,,,,,,,,,,,
